id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
329,M,1.2875,0.925,0.2875,17.42076775,9.68135425,4.12485225,3.8271825,8
330,I,0.8375,0.6375,0.1875,5.3013565,2.1829115,1.14815475,1.8427175,6
331,M,1.5125,1.175,0.3875,30.43318825,12.40290625,7.32834575,8.788345,11
332,F,1.675,1.2625,0.45,39.22153325,15.97494325,5.0745605,11.963489,13
333,M,1.4875,1.1625,0.3875,27.22969475,8.83086925,5.216308,9.7805775,13
334,M,1.1375,0.8625,0.325,16.42853525,6.08096775,3.5436875,5.5281525,8
335,F,1.2125,0.9125,0.55,25.4295015,8.618248,6.973977,7.7961125,12
336,I,1.2125,0.925,0.375,16.25843825,7.93786,3.9972795,4.819415,8
337,M,1.55,1.2125,0.4,33.8776525,13.097469,6.5487345,10.0640725,10
338,I,0.9375,0.7125,0.25,7.144074,3.01922175,1.65844575,2.1262125,6
339,M,1.575,1.2125,0.3875,34.62891425,16.3576615,6.59125875,10.0640725,9
340,M,1.45,1.1625,0.35,24.7491135,11.92096475,6.4353365,6.19436575,11
341,M,1.15,0.8625,0.3125,11.97766375,5.34388075,2.50893075,3.2601925,8
342,M,1.55,1.1625,0.4375,28.2644515,11.75086775,5.1879585,9.355335,20
343,I,0.9125,0.675,0.2125,5.40057975,2.2963095,1.43164975,1.984465,7
344,I,0.575,0.425,0.1375,1.80019325,0.8788345,0.3685435,0.56699,4
345,I,1.4875,1.1625,0.35,27.555714,11.8784405,5.06038575,8.9300925,11
346,F,1.325,1.0625,0.4,21.9708625,9.87980075,5.10291,6.0951425,9
347,I,1.0,0.75,0.25,7.6260155,3.30271675,1.65844575,2.1262125,9
348,I,0.9,0.675,0.2125,5.5848515,2.05533875,1.03475675,1.26155275,6
349,F,1.5125,1.2,0.4,31.127751,13.13999325,7.78193775,8.9300925,11
350,I,0.5875,0.4375,0.1,1.80019325,0.5953395,0.52446575,0.58116475,4
351,F,1.625,1.275,0.425,38.20095125,16.0741665,6.8889285,11.7083435,11
352,M,1.575,1.225,0.4125,34.6147395,16.612807,8.77417025,10.0640725,11
353,M,1.25,1.0125,0.3375,21.53144525,9.07184,4.932813,5.6699,8
354,M,1.55,1.225,0.45,33.622507,13.60776,7.8528115,9.922325,13
355,F,1.575,1.2,0.4125,30.504062,13.1258185,6.973977,9.4970825,12
356,I,0.4125,0.2875,0.0625,0.510291,0.18427175,0.1417475,0.1417475,4
357,F,1.625,1.3,0.4125,46.05376275,19.6462035,7.5693165,12.757275,11
358,F,1.45,1.1,0.3625,25.9397925,11.793392,5.40057975,6.80388,9
359,I,0.9,0.6625,0.2,6.25106475,3.2601925,1.077281,1.927766,7
360,I,1.0625,0.8375,0.25,9.45455825,3.75630875,2.22543575,2.1262125,7
361,I,1.1375,0.9,0.2875,12.9557215,5.0178615,2.73572675,4.1106775,9
362,I,0.7375,0.55,0.2125,3.9972795,1.757669,0.8788345,1.0489315,6
363,M,1.4125,1.1375,0.3875,31.18445,11.69416875,6.917278,8.77417025,13
364,M,1.7625,1.4125,0.4625,47.400364,22.6796,10.02154825,10.0640725,12
365,I,0.9375,0.725,0.2375,5.3013565,2.11203775,1.06310625,1.5592225,7
366,I,1.0125,0.775,0.225,10.19164525,3.50116325,2.6365035,2.9766975,8
367,M,1.625,1.2375,0.3875,35.9755155,16.726205,6.8889285,9.922325,9
368,M,1.4875,1.175,0.425,31.411246,13.93377925,7.6827145,9.48290775,11
369,F,1.25,0.975,0.35,17.179797,7.8528115,2.778251,4.5075705,10
370,M,1.525,1.175,0.4,27.54153925,11.07047975,7.257472,7.5126175,11
371,F,1.775,1.4125,0.5125,64.33919025,20.68096025,11.5382465,17.0097,11
372,M,1.5875,1.2375,0.425,32.13415825,19.54698025,6.19436575,7.6827145,9
373,I,1.025,0.775,0.25,8.618248,3.515338,1.417475,2.4097075,8
374,I,0.4875,0.3125,0.0875,0.77961125,0.2551455,0.1417475,0.2551455,4
375,F,1.375,1.1,0.35,21.1203775,9.8372765,4.932813,5.8116475,8
376,F,1.175,1.0,0.3625,16.45688475,6.860579,3.8838815,5.10291,9
377,M,1.5375,1.225,0.375,30.674159,12.85649825,5.2446575,8.6465975,10
378,M,1.6125,1.2125,0.4375,34.62891425,14.13222575,7.75358825,9.355335,13
379,F,1.45,1.0875,0.5,24.323871,12.14776075,4.422522,7.2291225,10
380,M,1.2375,1.0,0.3375,17.78931125,7.654365,3.33106625,6.6621325,9
381,M,1.675,1.3125,0.5,43.885026,19.6462035,10.4042665,10.489315,11
382,M,1.2875,0.9875,0.2875,16.386011,6.293589,3.96893,4.819415,9
383,I,1.6,1.3,0.375,33.0838665,15.0535845,6.7755305,8.9300925,10
384,F,1.25,0.95,0.2875,16.42853525,6.6054335,3.86970675,4.252425,11
385,F,1.3,1.0,0.3625,21.44639675,10.19164525,3.86970675,5.10291,9
386,F,1.375,1.1,0.4125,26.20911275,11.4815475,6.22271525,8.50485,10
387,F,1.4375,1.15,0.3875,28.462898,11.679994,5.23048275,7.654365,13
388,F,1.525,1.2125,0.4625,29.27085875,12.927372,7.2858215,8.6465975,12
389,I,1.0375,0.7625,0.25,9.808927,4.63514325,2.11203775,2.6932025,7
390,I,0.7375,0.575,0.175,4.422522,1.91359125,0.9922325,1.26155275,5
391,F,1.4375,1.1125,0.4,23.7852305,10.04989775,4.989512,6.7755305,9
392,I,0.9,0.675,0.2125,5.5281525,2.211261,1.43164975,1.984465,6
393,M,1.3125,1.0,0.3625,16.40018575,6.84640425,3.4869885,5.17378375,8
394,F,1.325,1.025,0.35,21.58814425,8.1930055,4.5075705,6.3786375,11
395,F,1.6125,1.275,0.4625,38.158427,15.4504775,9.241937,10.61688775,9
396,I,0.6875,0.5,0.1625,2.87747425,1.14815475,0.55281525,0.9922325,5
397,F,1.55,1.175,0.4125,32.16250775,14.21727425,7.767763,8.9300925,10
398,F,1.475,1.15,0.4,30.71668325,13.79203175,8.29222875,7.2291225,9
399,I,0.9,0.6875,0.2125,5.59902625,2.11203775,1.0489315,1.74349425,6
400,I,1.2875,1.0,0.375,18.030282,8.66077225,3.44446425,5.25883225,9
401,I,1.1875,0.8875,0.3,12.870673,5.386405,2.381358,3.8271825,8
402,I,1.2125,0.9125,0.2875,17.02387475,7.04485075,3.7137845,4.422522,7
403,F,1.1875,0.925,0.3,16.42853525,8.20718025,3.81300775,4.1106775,10
404,M,1.4625,1.15,0.3625,26.40755925,11.75086775,5.85417175,7.5126175,13
405,M,1.45,1.1625,0.4125,32.21920675,15.46465225,6.64795775,8.6465975,11
406,I,1.125,0.8375,0.2875,12.37455675,5.10291,2.551455,3.2601925,8
407,F,1.5875,1.2875,0.3625,34.23202125,15.26620575,7.49844275,9.7805775,11
408,I,1.375,1.1,0.3875,22.5378525,9.59630575,4.195726,6.9456275,10
409,I,1.2,0.925,0.3375,16.44271,8.164656,3.175144,4.35164825,8
410,F,1.2125,0.9375,0.3125,18.97999025,8.1930055,3.8838815,5.10291,7
411,I,0.9375,0.6875,0.1875,6.1518415,2.67902775,1.247378,1.5592225,7
412,M,1.3125,1.025,0.3625,21.035329,9.6671795,4.63514325,5.2446575,11
413,M,1.575,1.25,0.375,30.277266,14.07552675,6.8889285,8.6465975,10
414,I,0.825,0.625,0.2,5.5281525,2.11203775,1.03475675,1.644271,6
415,F,1.125,0.8625,0.3125,12.99824575,5.1312595,3.18931875,4.6776675,11
416,I,0.975,0.75,0.225,7.6827145,3.3735905,1.7860185,2.26796,7
417,M,1.4375,1.125,0.325,24.720764,12.927372,5.62737575,6.80388,8
418,M,1.6125,1.25,0.4125,36.457457,12.82814875,7.24329725,11.623295,17
419,M,1.75,1.4375,0.4875,51.8512355,19.6462035,12.47378,15.025235,19
420,F,1.2375,0.9,0.3125,15.365429,7.92368525,3.118445,4.252425,8
421,I,1.2125,0.9875,0.3125,18.75319425,8.34892775,3.98310475,4.6776675,9
422,M,1.425,1.1375,0.3625,25.7129965,9.128539,6.2652395,7.087375,9
423,I,0.6875,0.4875,0.1875,3.18931875,1.54504775,0.83631025,1.00640725,8
424,I,1.05,0.775,0.25,8.12213175,4.26659975,1.9561155,2.25378525,7
425,M,1.325,1.025,0.3625,21.4605715,10.36174225,4.6776675,5.17378375,8
426,F,1.5625,1.2875,0.375,34.68561325,14.84096325,8.68912175,10.20582,11
427,M,1.5625,1.3125,0.4625,35.6920205,20.2698925,6.27941425,11.623295,13
428,M,1.5,1.25,0.4125,33.0271675,14.47241975,8.164656,9.922325,13
429,I,1.0,0.75,0.25,9.6104805,4.32329875,2.14038725,2.551455,7
430,F,1.15,0.875,0.325,13.60776,5.82582225,2.9766975,4.26659975,11
431,F,1.475,1.15,0.375,28.08017975,14.004653,6.25106475,7.7961125,10
432,I,1.375,1.0625,0.325,21.72989175,9.865626,4.63514325,6.19436575,9
433,F,1.65,1.2875,0.4875,43.1762885,15.30873,9.53960675,15.7339725,13
434,I,1.2625,0.9625,0.3125,14.10387625,7.10154975,2.50893075,3.5436875,8
435,F,1.25,0.95,0.4,20.3265915,9.979024,4.29494925,5.10291,9
436,M,1.6125,1.3125,0.4375,39.2073585,17.70426275,6.59125875,10.21999475,10
437,M,1.4375,1.125,0.3875,29.69610125,10.78698475,6.3786375,10.19164525,14
438,F,1.575,1.25,0.4375,35.84794275,16.0174675,9.56795625,8.9300925,12
439,M,1.625,1.3125,0.4375,38.48444625,11.69416875,8.37727725,12.757275,16
440,F,1.6375,1.3375,0.5,38.498621,16.0741665,7.01650125,12.6155275,16
441,M,1.5375,1.1875,0.5125,38.51279575,17.61921425,8.51902475,11.4248485,10
442,M,1.85,1.5,0.5,59.6189985,29.10076175,10.4609655,15.23785625,12
443,M,1.5625,1.225,0.35,33.86347775,15.2803805,7.711064,8.278054,10
444,I,1.275,0.9375,0.325,16.782904,6.93145275,4.4508715,5.0178615,14
445,M,1.4625,1.125,0.4375,33.0271675,11.26892625,6.9456275,10.489315,14
446,I,1.175,0.8875,0.275,12.984071,5.499803,2.73572675,3.685435,7
447,I,1.15,0.875,0.275,12.984071,5.443104,2.551455,3.33106625,7
448,M,1.8125,1.425,0.475,49.55653575,26.26581175,8.221355,11.056305,9
449,M,1.3,1.0375,0.4,20.87940675,9.42620875,4.40834725,6.23689,10
450,F,1.3,1.025,0.375,20.70930975,8.68912175,4.57844425,5.6699,9
451,I,0.9875,0.7375,0.2375,8.901743,3.912231,1.63009625,2.4097075,7
452,M,1.175,0.925,0.3125,14.5999925,5.613201,3.572037,4.9611625,9
453,F,1.525,1.2375,0.425,36.457457,17.78931125,8.674947,10.0640725,9
454,M,1.475,1.1375,0.375,28.462898,14.061352,6.13766675,7.37087,9
455,M,1.3,1.025,0.35,20.638436,8.448151,4.52174525,6.010094,9
456,F,1.5625,1.2125,0.4375,38.612019,17.78931125,7.89533575,10.3475675,10
457,F,0.9875,0.7375,0.2375,9.31281075,3.798833,2.33883375,2.551455,7
458,I,0.7,0.5,0.1875,3.6003865,1.474174,0.75126175,0.9922325,5
459,M,1.875,1.5,0.425,53.070264,25.04678325,11.60912025,16.44271,12
460,I,0.925,0.6875,0.2,6.81805475,2.948348,1.51669825,1.984465,7
461,I,0.4,0.1375,0.1125,0.5953395,0.21262125,0.12757275,0.12757275,3
462,M,1.425,1.0875,0.3125,23.20406575,10.58853825,6.10931725,6.6621325,9
463,F,1.5625,1.225,0.375,33.46658475,14.89766225,7.52679225,8.9300925,10
464,F,1.5125,1.2375,0.4125,30.94347925,12.37455675,7.69688925,9.4970825,12
465,I,0.9375,0.675,0.3125,11.38232425,4.32329875,1.7293195,4.1106775,8
466,F,1.575,1.2125,0.375,28.81726675,13.73533275,6.67630725,7.087375,8
467,I,1.425,1.05,0.3375,21.24795025,11.77921725,3.41611475,5.8116475,10
468,F,1.5875,1.275,0.4375,36.7693015,15.762322,7.66853975,10.489315,11
469,M,1.4375,1.125,0.3625,26.2232875,12.417081,6.23689,6.23689,8
470,M,0.925,0.725,0.25,7.144074,3.01922175,1.757669,2.16873675,8
471,I,1.2125,0.9375,0.3,16.839603,6.10931725,4.53592,4.53592,6
472,F,1.5125,1.2,0.45,34.6147395,12.65805175,7.24329725,8.3631025,10
473,I,1.1125,0.875,0.3,11.49572225,4.94698775,2.67902775,3.35941575,6
474,I,1.0375,0.7875,0.25,9.4970825,4.52174525,2.0128145,2.9766975,9
475,M,1.7625,1.3375,0.45,54.090846,24.73493875,11.41067375,14.74174,8
476,F,1.7375,1.375,0.5375,53.99162275,20.525038,12.99824575,16.159215,12
477,I,1.1875,0.8875,0.3125,12.7289255,5.896696,2.22543575,3.5436875,8
478,F,1.225,0.95,0.35,16.40018575,7.257472,3.75630875,5.03203625,8
479,I,0.8125,0.625,0.175,4.649318,2.0695135,1.34660125,1.7860185,8
480,M,1.375,1.075,0.3875,21.72989175,10.375917,4.60679375,6.9456275,9
481,F,1.525,1.2125,0.3875,32.78619675,12.00601325,7.41339425,10.489315,9
482,I,0.825,0.575,0.2,3.81300775,1.587572,0.737087,1.13398,5
483,M,1.6125,1.2875,0.4125,41.7588135,17.53416575,8.2497045,11.623295,12
484,M,1.5625,1.1875,0.4125,47.400364,22.69377475,10.8578585,12.190285,15
485,F,1.575,1.2125,0.375,33.38153625,15.37960375,7.5126175,7.83863675,10
486,F,1.1375,0.8875,0.3125,13.50853675,5.31553125,2.87747425,4.3941725,10
487,M,1.4375,1.1,0.3875,31.808139,14.21727425,6.93145275,8.0796075,10
488,F,1.575,1.225,0.3875,31.3261975,13.947954,6.406987,9.2135875,10
489,M,1.45,1.15,0.3875,29.7386255,12.5588285,5.79747275,8.0796075,14
490,F,1.4375,1.2,0.4125,30.560761,14.4865945,5.93922025,8.674947,10
491,I,1.0,0.725,0.25,7.58349125,3.41611475,1.71514475,2.16873675,7
492,F,1.6625,1.3125,0.5125,46.67745175,21.21960075,8.51902475,13.834556,15
493,M,1.575,1.2125,0.375,29.9654215,13.5794105,6.917278,9.7805775,9
494,M,1.375,1.075,0.4,23.09066775,10.3475675,4.23825025,5.953395,9
495,I,0.525,0.375,0.1375,1.190679,0.4819415,0.340194,0.4252425,5
496,M,1.4,1.075,0.3625,24.38057,9.865626,5.6415505,6.80388,11
497,M,1.525,1.1875,0.3875,31.22697425,13.7495075,8.8166945,9.63883,9
498,M,1.25,0.9625,0.325,27.54153925,9.39785925,6.7755305,8.221355,10
499,I,0.6,0.4625,0.125,1.6159215,0.737087,0.396893,0.56699,3
500,M,1.6,1.2875,0.5,39.02308675,12.47378,8.71747125,13.324265,15
501,I,0.7375,0.5625,0.1875,3.64291075,1.757669,0.75126175,1.13398,5
502,F,1.7375,1.4125,0.5375,49.32813,19.731252,11.41067375,17.066399,16
503,M,1.425,1.15,0.325,26.29416125,12.47378,5.48562825,7.5126175,9
504,F,1.325,1.0375,0.4,24.323871,11.04213025,4.91863825,7.087375,17
505,I,1.075,0.8125,0.275,10.716111,4.32329875,1.8994165,2.721552,8
506,M,1.5375,1.1875,0.3875,34.11862325,15.32290475,7.6260155,9.63883,10
507,M,1.5625,1.175,0.425,33.04134225,13.210867,6.50621025,8.618248,11
508,I,1.0375,0.7875,0.2125,8.66077225,3.2601925,1.70097,2.26796,12
509,M,1.7375,1.35,0.4875,51.766187,23.6151335,10.50348975,10.0640725,11
510,M,1.4,1.1125,0.4625,27.51318975,9.48290775,6.23689,10.6310625,17
511,F,1.4875,1.15,0.3875,25.798045,10.8011595,5.45727875,7.58349125,10
512,F,1.2625,0.975,0.3375,17.179797,6.84640425,4.66349275,5.6699,12
513,M,1.675,1.275,0.4375,43.27551175,18.4555245,12.68640125,9.7805775,11
514,F,1.375,1.0625,0.35,24.05455075,11.736693,4.89028875,7.01650125,9
515,I,0.675,0.4875,0.2125,2.8066005,1.34660125,0.83631025,0.850485,7
516,M,1.4625,1.1625,0.4125,29.937072,11.94931425,6.293589,8.221355,10
517,F,1.625,1.25,0.5,39.73182425,16.57028275,8.391452,11.056305,13
518,F,1.45,1.1375,0.375,31.581343,14.72756525,7.41339425,8.50485,9
519,F,1.5875,1.275,0.475,37.096681,14.7133905,8.68912175,11.90679,15
520,F,1.5125,1.1875,0.35,27.62658775,13.0124205,5.5281525,7.087375,9
521,F,1.6625,1.3,0.4625,38.68289275,16.0174675,8.43397625,10.0640725,10
522,I,0.7,0.5125,0.1875,3.6003865,1.474174,0.32601925,0.9922325,6
523,I,1.1375,0.8875,0.275,12.43125575,5.1312595,2.42388225,3.5436875,9
524,M,1.5125,1.2,0.4125,34.20367175,16.23008875,7.75358825,8.221355,9
525,I,0.4375,0.325,0.1,0.8221355,0.35436875,0.18427175,0.226796,5
526,I,0.775,0.5875,0.175,4.252425,1.99863975,0.97805775,1.530873,6
527,M,0.9,0.675,0.225,5.03203625,2.1262125,1.43164975,1.984465,12
528,F,1.625,1.3125,0.4625,38.215126,18.49804875,7.9095105,9.2135875,12
529,F,1.4375,1.125,0.4,24.6357155,12.0485375,4.77689075,7.7961125,10
530,F,1.525,1.2125,0.4,34.23202125,15.592225,8.09378225,8.9300925,10
531,M,1.4375,1.125,0.3625,26.26581175,11.453198,5.896696,7.2291225,8
532,I,0.7,0.525,0.175,3.005047,1.17650425,0.623689,0.9922325,5
533,M,1.3125,1.0625,0.3875,23.81358,6.76135575,4.989512,10.20582,14
534,I,1.375,1.0625,0.3375,21.035329,7.27164675,4.7910655,5.953395,10
535,F,1.075,0.8125,0.275,14.81261375,5.71242425,2.2963095,4.53592,11
536,F,1.55,1.2,0.4375,31.808139,11.4248485,6.520385,11.056305,15
537,I,1.0,0.7,0.25,8.901743,3.515338,1.7860185,2.4097075,7
538,M,1.2875,1.0,0.375,20.638436,9.48290775,4.932813,5.2446575,11
539,M,1.625,1.3,0.4125,38.90968875,18.824068,9.07184,8.37727725,11
540,F,0.925,0.6875,0.225,7.994559,2.6932025,1.63009625,2.1262125,9
541,M,1.6625,1.3125,0.45,40.5114355,16.045817,8.221355,11.3398,19
542,I,1.0125,0.75,0.225,9.25611175,4.422522,1.43164975,2.6932025,7
543,I,1.2625,0.975,0.275,17.6617385,7.314171,4.422522,5.6699,8
544,I,0.6625,0.5375,0.1375,3.4302895,1.34660125,0.907184,0.9922325,6
545,I,1.0,0.7875,0.2625,9.2135875,4.365823,1.91359125,2.9766975,8
546,M,1.3625,1.1,0.3,24.28134675,10.64523725,5.6982495,5.6982495,9
547,I,0.6375,0.425,0.1375,1.99863975,0.5953395,0.396893,0.49611625,6
548,I,1.2375,0.95,0.325,16.839603,7.654365,3.24601775,4.819415,8
549,M,1.3,1.0125,0.3625,19.107563,9.2135875,4.15320175,5.2446575,8
550,M,1.3125,1.075,0.3625,20.31241675,9.87980075,4.89028875,6.0951425,8
551,F,1.4375,1.125,0.4,27.08794725,12.6722265,5.93922025,7.93786,10
552,M,1.325,1.05,0.35,19.17843675,9.355335,4.01145425,5.85417175,11
553,M,1.45,1.15,0.3625,26.7902775,11.4248485,4.649318,7.5126175,10
554,I,1.375,1.0625,0.3125,22.77882325,10.8578585,4.025629,6.23689,13
555,F,1.2125,0.9375,0.3125,16.96717575,5.74077375,3.07592075,4.40834725,11
556,M,1.4875,1.1625,0.3375,22.55202725,9.70970375,5.08873525,6.87475375,10
557,M,1.675,1.35,0.475,39.8877465,13.380964,12.360382,14.74174,21
558,F,1.525,1.2125,0.4125,28.76056775,12.82814875,5.45727875,8.9300925,12
559,F,1.325,1.05,0.325,21.36134825,10.8578585,4.40834725,5.8116475,10
560,F,1.65,1.3125,0.45,44.9906565,19.03668925,11.38232425,11.1980525,12
561,F,1.5,1.25,0.3875,37.761534,17.4349425,6.95980225,9.355335,12
562,F,1.5625,1.2375,0.4375,36.61337925,16.20173925,7.427569,11.056305,10
563,M,1.3,1.0125,0.3125,19.06503875,7.93786,4.309124,5.10291,10
564,F,1.625,1.2625,0.4125,38.782116,20.2698925,7.41339425,9.4970825,9
565,M,1.3125,1.0125,0.3125,19.731252,8.0796075,4.77689075,5.953395,10
566,I,1.0625,0.8375,0.2625,10.035723,4.60679375,2.22543575,2.83495,9
567,I,0.9375,0.6875,0.225,6.50621025,2.6932025,1.54504775,1.871067,7
568,I,0.95,0.75,0.2125,7.95203475,3.75630875,1.8994165,2.4097075,7
569,I,0.9875,0.825,0.2,10.2341695,3.798833,2.33883375,3.5436875,10
570,M,1.325,1.0375,0.4,25.0326085,8.958442,4.649318,9.4970825,17
571,I,1.1,0.85,0.2875,13.36678925,6.30776375,2.65067825,3.8271825,6
572,F,1.4625,1.1625,0.35,29.1716355,13.834556,8.00873375,8.448151,10
573,I,1.275,0.95,0.325,15.15280775,6.73300625,3.458639,4.35164825,8
574,I,0.875,0.675,0.2125,5.273007,1.85689225,1.65844575,1.587572,7
575,M,1.6125,1.3,0.45,40.5114355,19.03668925,8.221355,11.3398,12
576,F,1.6375,1.3375,0.475,45.91201525,17.463292,10.36174225,13.4660125,18
577,M,1.2625,0.9625,0.325,18.24290325,8.88756825,4.2240755,4.29494925,9
578,F,1.625,1.225,0.4,30.71668325,12.7289255,5.9817445,8.74582075,8
579,F,1.275,0.9375,0.3125,16.45688475,8.12213175,3.345241,4.195726,9
580,F,1.375,1.0625,0.375,21.72989175,8.4198015,4.989512,5.953395,10
581,I,1.0625,0.85,0.25,11.94931425,5.953395,2.438057,3.2034935,7
582,F,1.2625,1.0,0.3375,17.463292,8.1930055,3.0333965,5.953395,13
583,M,1.3375,1.1125,0.3375,21.9708625,8.845044,4.7910655,5.6699,13
584,I,0.8,0.6,0.2,4.309124,1.74349425,0.8788345,1.2757275,6
585,F,1.5375,1.2875,0.475,34.45881725,15.4504775,8.17883075,9.7805775,11
586,I,1.1625,0.875,0.4,14.18892475,6.860579,3.6003865,3.8271825,6
587,I,1.3,1.0,0.3125,15.4504775,7.3992195,3.58621175,4.819415,9
588,F,1.6,1.25,0.4125,37.42134,14.92601175,7.824462,12.3320325,12
589,I,1.2875,0.9875,0.3,19.447757,9.02931575,2.6365035,4.35164825,8
590,I,1.25,0.9375,0.325,16.8679525,7.15824875,3.41611475,5.10291,8
591,F,1.525,1.225,0.4125,31.70891575,14.17475,8.0796075,9.4970825,10
592,F,1.5,1.2625,0.4125,30.957654,11.43902325,6.7755305,10.489315,11
593,I,1.45,1.15,0.3625,26.535132,11.0846545,5.1879585,7.087375,9
594,M,1.15,0.9375,0.3375,14.5999925,6.78970525,2.62232875,4.819415,9
595,F,1.5125,1.2125,0.3625,27.8675585,12.68640125,6.67630725,7.04485075,10
596,I,0.9625,0.725,0.2375,7.10154975,3.061746,1.8994165,2.1262125,7
597,I,1.2375,0.925,0.3,16.499409,8.3631025,2.84912475,4.3941725,8
598,I,0.4625,0.3125,0.125,0.907184,0.3118445,0.226796,0.283495,5
599,I,1.25,0.95,0.3375,15.74814725,6.76135575,3.84135725,4.53592,9
600,F,1.625,1.3125,0.425,41.39027,19.447757,8.8166945,11.4815475,11
601,F,1.5875,1.2875,0.4375,38.96638775,16.82542825,7.7394135,11.4815475,14
602,M,1.575,1.1875,0.4375,34.91240925,15.03940975,8.32057825,9.4970825,11
603,F,1.475,1.125,0.3875,28.91649,12.34620725,6.10931725,8.221355,10
604,F,1.125,0.8875,0.2875,12.417081,5.11708475,3.30271675,3.118445,12
605,F,1.65,1.25,0.4375,38.55532,17.236496,9.00096625,11.4815475,12
606,I,1.175,0.875,0.3,11.77921725,5.613201,2.50893075,3.0333965,9
607,M,1.4,1.1,0.375,24.50814275,9.36950975,5.88252125,7.37087,11
608,M,1.5,1.2,0.4625,31.25532375,13.16834275,6.36446275,9.4970825,12
609,F,1.7125,1.4375,0.5,52.34735175,20.2698925,11.94931425,16.0174675,19
610,I,0.45,0.325,0.1125,0.77961125,0.41106775,0.340194,0.2551455,4
611,I,1.0875,0.825,0.2,8.9867915,3.7137845,2.0128145,2.6365035,7
612,M,1.575,1.2125,0.4,35.50774875,18.8524175,7.86698625,9.4970825,9
613,I,0.95,0.725,0.225,6.577084,2.778251,1.13398,2.1262125,7
614,I,1.175,0.925,0.3125,15.5071765,7.10154975,3.01922175,4.6776675,8
615,F,1.4,1.1,0.35,24.73493875,12.48795475,4.86193925,7.7961125,9
616,F,1.175,0.8875,0.3,16.42853525,5.6982495,3.8271825,5.5281525,10
617,I,1.0625,0.825,0.275,10.95708175,4.8477645,2.097863,3.40194,7
618,M,1.6625,1.3875,0.45,40.78075575,16.54193325,7.881161,13.4660125,18
619,M,1.475,1.1375,0.375,27.499015,11.7083435,7.41339425,7.37087,14
620,M,1.4625,1.225,0.3625,30.730858,11.8784405,5.6415505,8.6465975,9
621,I,1.1125,0.8125,0.3125,11.43902325,6.577084,2.62232875,3.40194,10
622,I,1.3,0.9875,0.2875,17.95940825,9.25611175,3.67126025,4.7343665,9
623,M,1.575,1.225,0.4375,34.6147395,15.1669825,7.64019025,11.1980525,10
624,I,0.4625,0.3375,0.1,0.89300925,0.29766975,0.18427175,0.35436875,5
625,I,1.375,1.05,0.3,17.95940825,8.32057825,3.30271675,3.9405805,8
626,F,1.6875,1.3625,0.5,41.95726,17.67591325,10.432616,11.056305,12
627,M,1.4625,1.0875,0.3625,25.67047225,10.149121,7.4559185,7.4559185,11
628,I,1.2375,0.9625,0.2875,14.571643,6.36446275,2.8632995,4.252425,12
629,F,1.45,1.1375,0.4125,27.76833525,11.8784405,5.2446575,7.5126175,9
630,F,1.1125,0.825,0.3,11.12717875,5.2446575,2.59397925,3.5436875,9
631,M,1.55,1.2125,0.4375,32.7436725,14.35902175,5.74077375,10.9145575,10
632,I,1.0625,0.8125,0.275,10.33339275,4.5075705,2.42388225,2.9766975,7
633,I,0.6875,0.5375,0.1375,4.55009475,1.88524175,0.8788345,1.2757275,5
634,M,1.5875,1.225,0.3625,36.85435,14.6566915,8.71747125,9.31281075,12
635,F,1.525,1.2,0.4375,39.859397,16.0174675,8.0796075,9.355335,13
636,M,1.325,1.0625,0.375,27.08794725,8.4198015,3.95475525,11.056305,19
637,M,1.7,1.3125,0.4375,43.7999775,20.0430965,10.3475675,11.7083435,11
638,F,1.3,1.0625,0.3125,19.80212575,8.2497045,3.742134,5.6415505,9
639,F,1.2875,0.9625,0.325,15.762322,6.973977,3.98310475,6.633783,14
640,I,1.325,1.05,0.375,17.70426275,9.39785925,4.8477645,5.2446575,8
641,M,1.75,1.375,0.5,53.580555,19.220961,11.5949455,12.2186345,12
642,F,1.525,1.2125,0.3875,33.29648775,14.21727425,7.2858215,8.788345,10
643,F,1.5,1.1875,0.375,33.57998275,13.05494475,9.6104805,10.0640725,10
644,I,1.525,1.2125,0.4125,34.699788,16.1308655,7.4559185,9.4970825,10
645,I,1.2875,1.0,0.3125,16.40018575,6.98815175,3.4869885,5.6699,13
646,M,1.3,1.0,0.3,21.21960075,9.48290775,6.02426875,6.23689,9
647,M,1.5125,1.1,0.4125,29.937072,12.2753335,6.22271525,9.922325,12
648,M,1.75,1.35,0.45,50.972401,24.79163775,10.4609655,14.2030995,12
649,M,1.525,1.2,0.4125,30.107169,13.99047825,6.973977,8.9300925,11
650,M,1.4625,1.1625,0.375,26.308336,12.17611025,5.499803,6.61960825,9
651,I,1.15,0.8625,0.2625,11.12717875,5.28718175,2.05533875,3.118445,6
652,I,0.925,0.6875,0.2125,6.917278,3.061746,1.11980525,1.984465,6
653,I,1.2125,0.95,0.425,14.968536,5.6699,3.95475525,4.53592,14
654,I,1.2125,0.925,0.3,14.118051,6.81805475,2.8066005,3.96893,7
655,F,1.6125,1.2375,0.375,38.215126,18.83824275,7.52679225,8.9300925,11
656,I,0.5125,0.375,0.1,1.34660125,0.35436875,0.226796,0.3118445,6
657,I,0.8375,0.625,0.225,5.7549485,1.74349425,1.0489315,2.25378525,7
